GEO_TTL,State,ESTAB,EMP,EMPSZES_TTL,PAYANN,YEAR
South Carolina,45,1552,232176,Establishments with 100 to 249 employees,8206655,2010
South Carolina,45,381,134598,Establishments with 250 to 499 employees,5461597,2010
South Carolina,45,138,97176,Establishments with 500 to 999 employees,4087805,2010
South Carolina,45,79,163149,"Establishments with 1,000 employees or more",7941912,2010
South Dakota,46,25622,329163,All establishments,10843236,2010
South Dakota,46,14132,24713,Establishments with 1 to 4 employees,915823,2010
South Dakota,46,4830,31929,Establishments with 5 to 9 employees,897717,2010
South Dakota,46,3610,48512,Establishments with 10 to 19 employees,1369070,2010
South Dakota,46,1979,58713,Establishments with 20 to 49 employees,1783085,2010
South Dakota,46,624,42571,Establishments with 50 to 99 employees,1290330,2010
South Dakota,46,333,49904,Establishments with 100 to 249 employees,1699550,2010
South Dakota,46,75,26645,Establishments with 250 to 499 employees,906034,2010
South Dakota,46,28,18624,Establishments with 500 to 999 employees,766019,2010
South Dakota,46,11,27552,"Establishments with 1,000 employees or more",1215608,2010
Tennessee,47,131582,2264032,All establishments,87535962,2010
Tennessee,47,65223,121683,Establishments with 1 to 4 employees,4479326,2010
Tennessee,47,26945,178598,Establishments with 5 to 9 employees,5720345,2010
Tennessee,47,19034,257308,Establishments with 10 to 19 employees,8373794,2010
Tennessee,47,12589,378067,Establishments with 20 to 49 employees,13500226,2010
Tennessee,47,4172,287602,Establishments with 50 to 99 employees,10414892,2010
Tennessee,47,2597,389134,Establishments with 100 to 249 employees,14975318,2010
Tennessee,47,675,232291,Establishments with 250 to 499 employees,9571767,2010
Tennessee,47,220,147986,Establishments with 500 to 999 employees,6986249,2010
Tennessee,47,127,271363,"Establishments with 1,000 employees or more",13514045,2010
Texas,48,522146,8785238,All establishments,386653791,2010
Texas,48,269711,483105,Establishments with 1 to 4 employees,21418088,2010
Texas,48,101894,675217,Establishments with 5 to 9 employees,23679789,2010
Texas,48,71994,974792,Establishments with 10 to 19 employees,34345857,2010
Texas,48,48732,1467384,Establishments with 20 to 49 employees,54205067,2010
Texas,48,16508,1136258,Establishments with 50 to 99 employees,45491429,2010
Texas,48,9408,1410104,Establishments with 100 to 249 employees,60998098,2010
Texas,48,2471,859855,Establishments with 250 to 499 employees,43555834,2010
Texas,48,904,619796,Establishments with 500 to 999 employees,34960698,2010
Texas,48,524,1158727,"Establishments with 1,000 employees or more",67998931,2010
Utah,49,68820,1021143,All establishments,38022357,2010
Utah,49,39779,61368,Establishments with 1 to 4 employees,2360598,2010
Utah,49,11691,78090,Establishments with 5 to 9 employees,2392233,2010
Utah,49,8604,114988,Establishments with 10 to 19 employees,3531440,2010
Utah,49,5509,165739,Establishments with 20 to 49 employees,5812554,2010
Utah,49,1792,122810,Establishments with 50 to 99 employees,4519465,2010
Utah,49,1004,148335,Establishments with 100 to 249 employees,5839117,2010
Utah,49,277,96180,Establishments with 250 to 499 employees,4104362,2010
Utah,49,108,74896,Establishments with 500 to 999 employees,3347231,2010
Utah,49,56,158737,"Establishments with 1,000 employees or more",6115357,2010
Vermont,50,21451,264099,All establishments,9307917,2010
Vermont,50,12412,21092,Establishments with 1 to 4 employees,785730,2010
Vermont,50,4100,27035,Establishments with 5 to 9 employees,845485,2010
Vermont,50,2693,36001,Establishments with 10 to 19 employees,1127302,2010
Vermont,50,1504,44520,Establishments with 20 to 49 employees,1532221,2010
Vermont,50,415,28517,Establishments with 50 to 99 employees,1002422,2010
Vermont,50,248,36529,Establishments with 100 to 249 employees,1375308,2010
Vermont,50,45,15890,Establishments with 250 to 499 employees,630091,2010
Vermont,50,19,14041,Establishments with 500 to 999 employees,646816,2010
Vermont,50,15,40474,"Establishments with 1,000 employees or more",1362542,2010
Virginia,51,193042,2998278,All establishments,139058799,2010
Virginia,51,103128,180007,Establishments with 1 to 4 employees,7540369,2010
Virginia,51,36255,240360,Establishments with 5 to 9 employees,8660051,2010
Virginia,51,26090,351842,Establishments with 10 to 19 employees,12862171,2010
Virginia,51,17313,524351,Establishments with 20 to 49 employees,20916413,2010
Virginia,51,5765,395554,Establishments with 50 to 99 employees,17207463,2010
Virginia,51,3184,473857,Establishments with 100 to 249 employees,22463036,2010
Virginia,51,827,284569,Establishments with 250 to 499 employees,15882564,2010
Virginia,51,303,205927,Establishments with 500 to 999 employees,12984708,2010
Virginia,51,177,341811,"Establishments with 1,000 employees or more",20542024,2010
Washington,53,175914,2326731,All establishments,111398501,2010
Washington,53,99923,168489,Establishments with 1 to 4 employees,6491921,2010
Washington,53,32448,214579,Establishments with 5 to 9 employees,7363002,2010
Washington,53,22816,306245,Establishments with 10 to 19 employees,10829885,2010
Washington,53,13283,398946,Establishments with 20 to 49 employees,15604065,2010
Washington,53,4158,283989,Establishments with 50 to 99 employees,11977611,2010
Washington,53,2483,365375,Establishments with 100 to 249 employees,16130787,2010
Washington,53,533,182168,Establishments with 250 to 499 employees,10519131,2010
Washington,53,173,119609,Establishments with 500 to 999 employees,8220469,2010
Washington,53,97,287331,"Establishments with 1,000 employees or more",24261630,2010
West Virginia,54,38676,560450,All establishments,19323797,2010
West Virginia,54,18969,36209,Establishments with 1 to 4 employees,1118030,2010
West Virginia,54,8575,56686,Establishments with 5 to 9 employees,1515708,2010
West Virginia,54,5919,79634,Establishments with 10 to 19 employees,2271312,2010
West Virginia,54,3322,99496,Establishments with 20 to 49 employees,3172939,2010
West Virginia,54,1088,73822,Establishments with 50 to 99 employees,2402463,2010
West Virginia,54,574,85026,Establishments with 100 to 249 employees,3072271,2010
West Virginia,54,157,54460,Establishments with 250 to 499 employees,2260447,2010
West Virginia,54,46,32227,Establishments with 500 to 999 employees,1505376,2010
West Virginia,54,26,42890,"Establishments with 1,000 employees or more",2005251,2010
Wisconsin,55,139554,2320696,All establishments,90916263,2010
Wisconsin,55,71525,125426,Establishments with 1 to 4 employees,4662074,2010
Wisconsin,55,26892,178234,Establishments with 5 to 9 employees,5534940,2010
Wisconsin,55,19960,269803,Establishments with 10 to 19 employees,8226534,2010
Wisconsin,55,13009,390544,Establishments with 20 to 49 employees,13450552,2010
Wisconsin,55,4466,307830,Establishments with 50 to 99 employees,11199332,2010
Wisconsin,55,2651,393839,Establishments with 100 to 249 employees,15292556,2010
Wisconsin,55,651,222011,Establishments with 250 to 499 employees,9932088,2010
Wisconsin,55,267,179915,Establishments with 500 to 999 employees,8722305,2010
Wisconsin,55,133,253094,"Establishments with 1,000 employees or more",13895882,2010
Wyoming,56,20231,205046,All establishments,8398298,2010
Wyoming,56,11904,20336,Establishments with 1 to 4 employees,776582,2010
Wyoming,56,3808,25207,Establishments with 5 to 9 employees,832342,2010
Wyoming,56,2558,34625,Establishments with 10 to 19 employees,1163481,2010
Wyoming,56,1355,39769,Establishments with 20 to 49 employees,1518207,2010
Wyoming,56,363,24440,Establishments with 50 to 99 employees,973959,2010
Wyoming,56,171,24636,Establishments with 100 to 249 employees,1159656,2010
Wyoming,56,54,19484,Establishments with 250 to 499 employees,996676,2010
Wyoming,56,12,8259,Establishments with 500 to 999 employees,484433,2010
Wyoming,56,6,8290,"Establishments with 1,000 employees or more",492962,2010
American Samoa,60,466,6856,All establishments,102557,2010
American Samoa,60,254,489,Establishments with 1 to 4 employees,7437,2010
American Samoa,60,92,590,Establishments with 5 to 9 employees,7731,2010
American Samoa,60,60,828,Establishments with 10 to 19 employees,10835,2010
American Samoa,60,40,1122,Establishments with 20 to 49 employees,15782,2010
American Samoa,60,15,1004,Establishments with 50 to 99 employees,15926,2010
American Samoa,60,3,364,Establishments with 100 to 249 employees,5776,2010
American Samoa,60,0,0,Establishments with 250 to 499 employees,0,2010
American Samoa,60,1,0,Establishments with 500 to 999 employees,0,2010
American Samoa,60,1,0,"Establishments with 1,000 employees or more",0,2010
Guam,66,3320,50721,All establishments,1246361,2010
Guam,66,1502,2943,Establishments with 1 to 4 employees,74823,2010
Guam,66,738,4942,Establishments with 5 to 9 employees,101293,2010
Guam,66,551,7258,Establishments with 10 to 19 employees,159608,2010
Guam,66,348,10437,Establishments with 20 to 49 employees,239943,2010
Guam,66,112,7821,Establishments with 50 to 99 employees,191618,2010
Guam,66,43,6433,Establishments with 100 to 249 employees,145661,2010
Guam,66,20,6450,Establishments with 250 to 499 employees,172739,2010
Guam,66,5,3332,Establishments with 500 to 999 employees,107015,2010
Guam,66,1,0,"Establishments with 1,000 employees or more",0,2010
Commonwealth of the Northern Mariana Islands,69,1182,10570,All establishments,148578,2010
Commonwealth of the Northern Mariana Islands,69,768,1424,Establishments with 1 to 4 employees,19971,2010
Commonwealth of the Northern Mariana Islands,69,198,1332,Establishments with 5 to 9 employees,18824,2010
Commonwealth of the Northern Mariana Islands,69,121,1585,Establishments with 10 to 19 employees,26224,2010
Commonwealth of the Northern Mariana Islands,69,66,2046,Establishments with 20 to 49 employees,27165,2010
Commonwealth of the Northern Mariana Islands,69,10,644,Establishments with 50 to 99 employees,6976,2010
Commonwealth of the Northern Mariana Islands,69,16,2250,Establishments with 100 to 249 employees,34839,2010
Commonwealth of the Northern Mariana Islands,69,2,0,Establishments with 250 to 499 employees,0,2010
Commonwealth of the Northern Mariana Islands,69,1,0,Establishments with 500 to 999 employees,0,2010
Commonwealth of the Northern Mariana Islands,69,0,0,"Establishments with 1,000 employees or more",0,2010
Puerto Rico,72,44693,678376,All establishments,16243239,2010
Puerto Rico,72,24906,46897,Establishments with 1 to 4 employees,1011035,2010
Puerto Rico,72,8687,56951,Establishments with 5 to 9 employees,1079808,2010
Puerto Rico,72,5323,71255,Establishments with 10 to 19 employees,1386318,2010
Puerto Rico,72,3580,108563,Establishments with 20 to 49 employees,2293198,2010
Puerto Rico,72,1185,81265,Establishments with 50 to 99 employees,1844847,2010
Puerto Rico,72,644,98797,Establishments with 100 to 249 employees,2568500,2010
Puerto Rico,72,232,83219,Establishments with 250 to 499 employees,2190519,2010
Puerto Rico,72,100,67106,Establishments with 500 to 999 employees,2011327,2010
Puerto Rico,72,36,64323,"Establishments with 1,000 employees or more",1857687,2010
Virgin Islands of the United States,78,2772,31932,All establishments,1062923,2010
Virgin Islands of the United States,78,1442,2726,Establishments with 1 to 4 employees,90613,2010
Virgin Islands of the United States,78,597,3872,Establishments with 5 to 9 employees,114128,2010
Virgin Islands of the United States,78,430,5735,Establishments with 10 to 19 employees,160242,2010
Virgin Islands of the United States,78,218,6469,Establishments with 20 to 49 employees,179417,2010
Virgin Islands of the United States,78,49,3356,Establishments with 50 to 99 employees,107596,2010
Virgin Islands of the United States,78,25,3801,Establishments with 100 to 249 employees,83451,2010
Virgin Islands of the United States,78,6,2299,Establishments with 250 to 499 employees,101972,2010
Virgin Islands of the United States,78,4,2183,Establishments with 500 to 999 employees,69367,2010
Virgin Islands of the United States,78,1,0,"Establishments with 1,000 employees or more",0,2010
Alabama,01,97743,1573138,All establishments,59241365,2011
Alabama,01,49042,93632,Establishments with 1 to 4 employees,3243664,2011
Alabama,01,20633,136248,Establishments with 5 to 9 employees,4233100,2011
Alabama,01,13792,185939,Establishments with 10 to 19 employees,6005020,2011
Alabama,01,9097,272048,Establishments with 20 to 49 employees,9039895,2011
Alabama,01,2879,198418,Establishments with 50 to 99 employees,7309618,2011
Alabama,01,1586,237445,Establishments with 100 to 249 employees,9152440,2011
Alabama,01,447,155962,Establishments with 250 to 499 employees,6529962,2011
Alabama,01,173,118952,Establishments with 500 to 999 employees,5598326,2011
Alabama,01,94,174494,"Establishments with 1,000 employees or more",8129340,2011
Alaska,02,20119,254996,All establishments,13394017,2011
Alaska,02,11495,18251,Establishments with 1 to 4 employees,1013264,2011
Alaska,02,3886,25621,Establishments with 5 to 9 employees,1119584,2011
Alaska,02,2503,33590,Establishments with 10 to 19 employees,1605324,2011
Alaska,02,1423,42234,Establishments with 20 to 49 employees,2045424,2011
Alaska,02,439,29943,Establishments with 50 to 99 employees,1468922,2011
Alaska,02,263,40410,Establishments with 100 to 249 employees,2022051,2011
Alaska,02,70,25318,Establishments with 250 to 499 employees,1499181,2011
Alaska,02,24,15281,Establishments with 500 to 999 employees,989065,2011
Alaska,02,16,24348,"Establishments with 1,000 employees or more",1631202,2011
Arizona,04,130305,2108561,All establishments,86533273,2011
Arizona,04,71154,116862,Establishments with 1 to 4 employees,5086917,2011
Arizona,04,24052,160294,Establishments with 5 to 9 employees,5339927,2011
